date,zone,crop_type,soil_moisture_%,temperature_C,humidity_%,rainfall_mm,irrigation_applied_mm,growth_stage,month,quarter,season,ET0,water_supply,WSI,IES,drought_risk_score
2022-01-13,Zone_A,Sugarcane,49.01,20.1,53.6,6.73,13.4,Sowing,1,1,Winter,32.83,12.75,6.12,100.0,7.14
2022-01-14,Zone_C,Cotton,41.83,11.7,40.7,4.68,18.63,Flowering,1,1,Winter,19.58,14.45,2.62,100.0,5.96
2022-01-15,Zone_A,Cotton,40.98,16.1,31.2,6.79,16.35,Flowering,1,1,Winter,25.71,14.56,4.34,100.0,6.89
2022-01-16,Zone_C,Sugarcane,47.76,10.7,62.7,6.93,17.72,Flowering,1,1,Winter,19.18,15.48,1.93,100.0,5.14
2022-01-17,Zone_A,Wheat,57.66,10.9,50.5,7.15,12.56,Sowing,1,1,Winter,18.88,12.54,3.36,100.0,5.07
2022-01-18,Zone_B,Cotton,53.15,16.9,40.4,7.5,19.94,Vegetative,1,1,Winter,27.37,17.21,3.71,100.0,5.6
2022-01-19,Zone_B,Wheat,55.66,16.8,35.2,4.59,22.79,Harvesting,1,1,Winter,26.96,16.89,3.74,100.0,5.42
2022-01-20,Zone_A,Wheat,43.47,20.5,59.0,3.91,13.87,Vegetative,1,1,Winter,33.7,11.06,6.72,100.0,7.88
2022-01-21,Zone_B,Cotton,49.44,16.7,59.3,5.49,17.37,Flowering,1,1,Winter,28.01,14.26,4.91,100.0,6.5
2022-01-22,Zone_A,Rice,36.33,21.5,58.5,4.23,24.63,Vegetative,1,1,Winter,35.17,17.74,4.96,100.0,7.57
2022-01-23,Zone_A,Rice,59.53,10.6,52.6,5.61,15.0,Flowering,1,1,Winter,18.53,12.93,3.02,100.0,4.75
2022-01-24,Zone_D,Wheat,64.7,11.2,42.8,6.23,18.93,Sowing,1,1,Winter,18.94,15.72,1.7,100.0,3.67
2022-01-25,Zone_D,Cotton,47.21,10.5,40.6,6.13,11.35,Sowing,1,1,Winter,17.78,11.1,3.76,100.0,6.1
2022-01-26,Zone_B,Rice,35.33,12.2,30.3,4.25,19.09,Sowing,1,1,Winter,19.81,14.43,2.72,100.0,6.53
2022-01-27,Zone_D,Sugarcane,40.09,16.5,59.2,3.0,11.34,Flowering,1,1,Winter,27.71,8.9,6.79,100.0,8.19
2022-01-28,Zone_D,Wheat,54.58,17.7,33.1,4.58,24.39,Vegetative,1,1,Winter,28.2,17.84,3.67,100.0,5.47
2022-01-29,Zone_A,Rice,53.36,10.5,52.1,2.86,20.73,Harvesting,1,1,Winter,18.36,14.44,2.14,100.0,4.8
2022-01-30,Zone_C,Cotton,58.64,21.4,47.6,7.34,21.82,Harvesting,1,1,Winter,34.48,18.23,4.71,100.0,5.66
2022-01-31,Zone_A,Cotton,42.62,20.1,48.4,4.08,20.56,Sowing,1,1,Winter,32.57,15.19,5.34,100.0,7.26
2022-02-01,Zone_D,Wheat,57.91,13.6,62.4,2.93,18.85,Harvesting,2,1,Winter,23.52,13.36,4.32,100.0,5.53
2022-02-02,Zone_A,Cotton,55.64,10.9,31.1,2.15,16.75,Flowering,2,1,Winter,17.9,11.56,3.54,100.0,5.32
2022-02-03,Zone_B,Sugarcane,44.68,12.0,57.1,5.87,22.88,Vegetative,2,1,Winter,20.86,17.84,1.45,100.0,5.15
2022-02-04,Zone_C,Sugarcane,51.36,11.5,31.8,5.82,24.35,Harvesting,2,1,Winter,18.84,18.68,0.08,100.0,3.93
2022-02-05,Zone_D,Rice,39.42,11.5,31.3,4.04,17.49,Harvesting,2,1,Winter,18.82,13.32,2.92,100.0,6.31
2022-02-06,Zone_D,Cotton,48.58,16.2,45.0,2.43,23.97,Vegetative,2,1,Winter,26.55,16.08,3.94,100.0,6.08
2022-02-07,Zone_A,Sugarcane,61.44,13.0,32.2,4.46,18.75,Harvesting,2,1,Winter,21.11,14.37,3.19,100.0,4.68
2022-02-08,Zone_A,Wheat,47.64,14.3,57.6,3.87,18.08,Vegetative,2,1,Winter,24.33,13.56,4.43,100.0,6.4
2022-02-09,Zone_A,Cotton,60.19,21.9,48.5,6.06,16.82,Flowering,2,1,Winter,35.27,14.33,5.94,100.0,6.15
2022-02-10,Zone_A,Rice,52.71,18.2,31.0,5.63,13.14,Flowering,2,1,Winter,28.85,11.82,5.9,100.0,6.73
2022-02-11,Zone_D,Wheat,40.76,21.4,31.4,4.19,10.06,Flowering,2,1,Winter,33.67,8.97,7.34,100.0,8.41
2022-02-12,Zone_A,Wheat,52.43,11.7,51.4,3.31,13.62,Sowing,2,1,Winter,20.12,10.49,4.79,100.0,6.2
2022-02-13,Zone_D,Wheat,50.18,14.6,58.2,7.93,17.65,Flowering,2,1,Winter,24.81,16.14,3.49,100.0,5.73
2022-02-14,Zone_A,Sugarcane,46.96,16.7,45.3,4.72,15.7,Harvesting,2,1,Winter,27.32,12.72,5.34,100.0,6.91
2022-02-15,Zone_C,Wheat,38.59,10.9,49.4,6.13,16.73,Sowing,2,1,Winter,18.82,14.33,2.39,100.0,6.11
2022-02-16,Zone_C,Sugarcane,47.5,10.1,58.0,2.84,24.71,Sowing,2,1,Winter,18.05,16.81,0.69,100.0,4.54
2022-02-17,Zone_A,Wheat,37.18,18.0,51.4,4.91,15.25,Sowing,2,1,Winter,29.57,12.59,5.74,100.0,7.9
2022-02-18,Zone_A,Sugarcane,37.96,17.7,37.9,2.17,16.78,Flowering,2,1,Winter,28.44,11.59,5.92,100.0,7.92
2022-02-19,Zone_B,Cotton,47.48,14.9,51.5,5.03,12.0,Sowing,2,1,Winter,24.92,10.72,5.7,100.0,7.05
2022-02-20,Zone_C,Sugarcane,44.16,15.9,52.0,7.78,10.72,Flowering,2,1,Winter,26.45,11.88,5.51,100.0,7.22
2022-02-21,Zone_D,Sugarcane,62.77,15.0,55.7,4.31,21.63,Flowering,2,1,Winter,25.28,16.0,3.67,100.0,4.81
2022-02-22,Zone_C,Cotton,46.27,10.3,51.7,2.23,18.56,Sowing,2,1,Winter,18.04,12.7,2.96,100.0,5.78
2022-02-23,Zone_D,Wheat,57.74,14.0,63.9,2.19,21.41,Sowing,2,1,Winter,24.2,14.38,4.06,100.0,5.41
2022-02-24,Zone_A,Cotton,50.91,12.1,36.9,4.33,12.25,Harvesting,2,1,Winter,19.99,10.38,4.81,100.0,6.33
2022-02-25,Zone_C,Wheat,56.12,11.2,63.3,2.96,18.58,Sowing,2,1,Winter,19.96,13.22,3.38,100.0,5.2
2022-02-26,Zone_C,Sugarcane,42.8,21.5,48.8,2.14,13.8,Flowering,2,1,Winter,34.69,9.78,7.18,100.0,8.17
2022-02-27,Zone_B,Wheat,63.26,17.2,53.5,6.54,13.42,Harvesting,2,1,Winter,28.48,12.63,5.57,100.0,5.72
2022-02-28,Zone_B,Sugarcane,50.9,18.7,33.5,4.75,10.17,Harvesting,2,1,Winter,29.72,9.43,6.83,100.0,7.34
2022-03-01,Zone_C,Wheat,33.98,43.4,43.3,0.17,29.38,Flowering,3,1,Summer,67.26,17.75,7.36,100.0,14.48
2022-03-02,Zone_C,Sugarcane,30.54,41.2,56.9,1.65,27.35,Sowing,3,1,Summer,64.65,17.57,7.28,100.0,14.06
2022-03-03,Zone_C,Sugarcane,20.71,40.6,54.7,1.32,22.01,Sowing,3,1,Summer,63.64,14.13,7.78,100.0,14.91
2022-03-04,Zone_D,Rice,31.88,41.2,31.4,2.66,26.19,Vegetative,3,1,Summer,63.37,17.58,7.23,100.0,13.92
2022-03-05,Zone_A,Wheat,23.65,43.6,49.1,1.05,33.27,Sowing,3,1,Summer,67.86,20.7,6.95,100.0,15.16
2022-03-06,Zone_B,Wheat,31.57,40.9,33.1,0.35,33.32,Vegetative,3,1,Summer,63.0,20.24,6.79,100.0,13.64
2022-03-07,Zone_A,Rice,31.46,40.8,64.9,0.43,25.72,Harvesting,3,1,Summer,64.44,15.73,7.56,100.0,14.0
2022-03-08,Zone_B,Sugarcane,18.78,44.9,61.4,2.28,29.2,Harvesting,3,1,Summer,70.42,19.12,7.28,100.0,16.11
2022-03-09,Zone_B,Sugarcane,29.02,42.6,30.7,1.85,23.87,Harvesting,3,1,Summer,65.44,15.62,7.61,100.0,14.76
2022-03-10,Zone_B,Rice,20.81,39.4,60.1,0.3,24.21,Vegetative,3,1,Summer,62.1,14.74,7.63,100.0,14.47
2022-03-11,Zone_C,Rice,20.95,42.1,62.2,0.25,20.46,Flowering,3,1,Summer,66.26,12.45,8.12,100.0,15.51
2022-03-12,Zone_B,Cotton,20.93,38.9,42.4,2.1,37.93,Flowering,3,1,Summer,60.47,24.23,5.99,100.0,13.49
2022-03-13,Zone_A,Sugarcane,29.51,37.3,55.2,0.22,24.21,Harvesting,3,1,Summer,58.71,14.68,7.5,100.0,13.08
2022-03-14,Zone_B,Cotton,19.6,41.0,45.5,2.47,24.55,Vegetative,3,1,Summer,63.78,16.46,7.42,100.0,14.94
2022-03-15,Zone_A,Wheat,15.02,44.3,52.9,2.12,25.59,Vegetative,3,1,Summer,69.09,16.84,7.56,100.0,16.37
2022-03-16,Zone_B,Cotton,29.3,44.3,41.9,0.24,22.55,Harvesting,3,1,Summer,68.54,13.7,8.0,100.0,15.45
2022-03-17,Zone_B,Rice,18.42,38.4,41.3,0.25,32.79,Sowing,3,1,Summer,59.66,19.85,6.67,100.0,13.88
2022-03-18,Zone_C,Rice,17.09,40.3,44.9,2.96,21.5,Harvesting,3,1,Summer,62.69,14.97,7.61,100.0,15.03
2022-03-19,Zone_A,Rice,19.75,37.1,35.1,1.12,22.68,Vegetative,3,1,Summer,57.41,14.39,7.49,100.0,13.8
2022-03-20,Zone_B,Rice,22.6,45.0,59.1,1.11,32.9,Sowing,3,1,Summer,70.46,20.52,7.09,100.0,15.74
2022-03-21,Zone_B,Cotton,24.52,44.8,42.2,2.44,26.79,Flowering,3,1,Summer,69.31,17.78,7.43,100.0,15.69
2022-03-22,Zone_A,Cotton,15.89,41.5,44.0,2.84,34.16,Sowing,3,1,Summer,64.45,22.48,6.51,100.0,14.93
2022-03-23,Zone_B,Cotton,34.41,43.0,61.3,2.96,31.15,Flowering,3,1,Summer,67.56,20.76,6.93,100.0,14.11
2022-03-24,Zone_D,Rice,29.32,42.2,47.4,2.26,25.12,Vegetative,3,1,Summer,65.67,16.65,7.46,100.0,14.54
2022-03-25,Zone_C,Rice,21.46,40.9,49.0,1.13,33.02,Harvesting,3,1,Summer,63.8,20.6,6.77,100.0,14.44
2022-03-26,Zone_A,Sugarcane,21.37,35.5,63.5,0.25,22.33,Harvesting,3,1,Summer,56.42,13.57,7.59,100.0,13.24
2022-03-27,Zone_C,Sugarcane,23.97,39.5,61.0,2.33,30.73,Harvesting,3,1,Summer,62.3,20.07,6.78,100.0,13.82
2022-03-28,Zone_D,Rice,27.52,41.7,35.9,1.68,28.74,Harvesting,3,1,Summer,64.34,18.42,7.14,100.0,14.38
2022-03-29,Zone_D,Sugarcane,17.93,41.8,46.6,1.27,25.36,Harvesting,3,1,Summer,65.03,16.1,7.52,100.0,15.37
2022-03-30,Zone_D,Wheat,18.78,38.7,64.0,2.72,32.08,Vegetative,3,1,Summer,61.25,21.15,6.55,100.0,13.88
2022-03-31,Zone_A,Wheat,32.19,44.4,43.0,0.33,37.43,Vegetative,3,1,Summer,68.75,22.69,6.7,100.0,14.59
2022-04-01,Zone_D,Rice,20.13,36.7,43.0,1.48,39.98,Harvesting,4,2,Summer,57.2,25.02,5.63,100.0,12.71
2022-04-02,Zone_A,Cotton,22.6,40.0,36.8,0.03,32.16,Sowing,4,2,Summer,61.84,19.32,6.88,100.0,14.13
2022-04-03,Zone_A,Wheat,32.43,41.9,34.0,1.41,28.09,Harvesting,4,2,Summer,64.55,17.84,7.24,100.0,14.1
2022-04-04,Zone_B,Wheat,28.26,42.0,55.9,0.17,24.5,Flowering,4,2,Summer,65.8,14.82,7.75,100.0,14.71
2022-04-05,Zone_A,Cotton,21.83,41.5,57.0,0.36,25.14,Flowering,4,2,Summer,65.1,15.34,7.64,100.0,15.02
2022-04-06,Zone_D,Sugarcane,28.67,37.8,63.9,0.35,29.59,Flowering,4,2,Summer,59.9,18.0,6.99,100.0,13.04
2022-04-07,Zone_A,Cotton,15.39,36.6,57.1,1.95,27.35,Flowering,4,2,Summer,57.76,17.77,6.92,100.0,13.71
2022-04-08,Zone_A,Sugarcane,29.71,41.4,38.5,2.24,38.28,Harvesting,4,2,Summer,64.02,24.54,6.17,100.0,13.63
2022-04-09,Zone_C,Sugarcane,24.74,41.0,31.4,1.75,27.37,Flowering,4,2,Summer,63.07,17.65,7.2,100.0,14.42
2022-04-10,Zone_D,Cotton,31.26,36.8,64.5,2.89,27.47,Sowing,4,2,Summer,58.42,18.5,6.83,100.0,12.45
2022-04-11,Zone_A,Sugarcane,34.09,42.1,41.9,1.12,27.67,Harvesting,4,2,Summer,65.24,17.39,7.33,100.0,14.07
2022-04-12,Zone_B,Wheat,33.52,39.6,40.9,0.86,36.73,Flowering,4,2,Summer,61.45,22.64,6.32,100.0,12.86
2022-04-13,Zone_A,Rice,33.19,41.7,61.7,2.61,33.02,Harvesting,4,2,Summer,65.64,21.64,6.7,100.0,13.7
2022-04-14,Zone_A,Sugarcane,25.24,43.4,50.5,0.67,32.28,Harvesting,4,2,Summer,67.62,19.84,7.07,100.0,15.04
2022-04-15,Zone_C,Wheat,22.2,36.7,37.5,2.89,26.68,Harvesting,4,2,Summer,56.92,18.03,6.83,100.0,13.15
2022-04-16,Zone_D,Cotton,24.3,35.2,61.1,0.04,36.36,Vegetative,4,2,Summer,55.86,21.84,6.09,100.0,12.16
2022-04-17,Zone_D,Sugarcane,28.8,42.8,64.8,2.91,20.77,Flowering,4,2,Summer,67.44,14.5,7.85,100.0,14.96
2022-04-18,Zone_B,Wheat,32.68,41.1,33.0,0.13,37.42,Vegetative,4,2,Summer,63.3,22.54,6.44,100.0,13.44
2022-04-19,Zone_B,Sugarcane,19.14,42.0,60.2,2.67,30.25,Sowing,4,2,Summer,66.01,20.02,6.97,100.0,15.05
2022-04-20,Zone_B,Cotton,33.36,43.4,43.7,1.58,27.97,Sowing,4,2,Summer,67.28,17.89,7.34,100.0,14.52
2022-04-21,Zone_A,Rice,31.3,43.0,48.3,2.98,29.94,Vegetative,4,2,Summer,66.92,20.05,7.0,100.0,14.4
2022-04-22,Zone_A,Sugarcane,34.58,44.6,62.0,0.22,33.35,Flowering,4,2,Summer,70.0,20.16,7.12,100.0,14.67
2022-04-23,Zone_B,Rice,32.61,40.4,64.1,1.66,20.26,Harvesting,4,2,Summer,63.8,13.32,7.91,100.0,13.97
2022-04-24,Zone_D,Sugarcane,20.6,39.9,39.2,2.91,37.43,Sowing,4,2,Summer,61.81,24.49,6.04,100.0,13.84
2022-04-25,Zone_D,Sugarcane,17.12,39.0,37.4,1.57,28.93,Sowing,4,2,Summer,60.37,18.46,6.94,100.0,14.3
2022-04-26,Zone_B,Cotton,17.24,36.5,32.8,1.89,26.86,Sowing,4,2,Summer,56.39,17.44,6.91,100.0,13.53
2022-04-27,Zone_C,Sugarcane,20.82,40.7,49.7,2.09,22.76,Flowering,4,2,Summer,63.54,15.12,7.62,100.0,14.85
2022-04-28,Zone_D,Wheat,27.28,37.8,30.5,1.36,28.79,Vegetative,4,2,Summer,58.22,18.23,6.87,100.0,13.09
2022-04-29,Zone_D,Wheat,31.09,44.2,44.4,1.88,29.93,Vegetative,4,2,Summer,68.52,19.27,7.19,100.0,14.87
2022-04-30,Zone_B,Rice,32.99,40.8,32.6,1.75,28.07,Flowering,4,2,Summer,62.83,18.07,7.12,100.0,13.66
2022-05-01,Zone_D,Rice,27.48,40.9,44.2,2.7,33.57,Sowing,5,2,Summer,63.56,22.03,6.53,100.0,13.84
2022-05-02,Zone_A,Wheat,15.11,38.5,31.4,0.14,28.42,Flowering,5,2,Summer,59.32,17.15,7.11,100.0,14.4
2022-05-03,Zone_A,Rice,18.73,35.5,59.2,0.84,39.23,Flowering,5,2,Summer,56.21,24.13,5.71,100.0,12.51
2022-05-04,Zone_D,Rice,16.99,35.3,37.3,2.85,31.99,Vegetative,5,2,Summer,54.82,21.19,6.13,100.0,12.8
2022-05-05,Zone_A,Wheat,22.27,39.2,41.5,2.67,36.15,Flowering,5,2,Summer,60.88,23.56,6.13,100.0,13.54
2022-05-06,Zone_C,Wheat,25.03,35.8,60.5,1.37,22.19,Flowering,5,2,Summer,56.72,14.27,7.48,100.0,12.98
2022-05-07,Zone_D,Wheat,15.87,41.1,56.1,1.86,27.95,Sowing,5,2,Summer,64.46,18.07,7.2,100.0,15.16
2022-05-08,Zone_B,Cotton,21.97,43.8,37.7,0.83,26.74,Harvesting,5,2,Summer,67.58,16.62,7.54,100.0,15.65
2022-05-09,Zone_A,Cotton,18.58,43.8,32.5,0.56,31.39,Sowing,5,2,Summer,67.32,19.23,7.14,100.0,15.72
2022-05-10,Zone_C,Wheat,27.94,41.6,55.0,1.39,37.22,Vegetative,5,2,Summer,65.15,23.3,6.42,100.0,13.95
2022-05-11,Zone_C,Sugarcane,24.29,37.1,43.7,1.06,21.57,Harvesting,5,2,Summer,57.84,13.68,7.63,100.0,13.5
2022-05-12,Zone_A,Wheat,24.91,43.6,56.8,1.75,21.45,Sowing,5,2,Summer,68.24,14.1,7.93,100.0,15.55
2022-05-13,Zone_C,Cotton,23.55,43.9,45.6,0.23,37.01,Flowering,5,2,Summer,68.13,22.37,6.72,100.0,15.15
2022-05-14,Zone_D,Rice,34.12,37.0,42.1,2.92,24.26,Flowering,5,2,Summer,57.6,16.6,7.12,100.0,12.43
2022-05-15,Zone_C,Sugarcane,19.29,42.4,45.8,2.96,33.38,Harvesting,5,2,Summer,65.89,22.1,6.65,100.0,15.0
2022-05-16,Zone_A,Sugarcane,25.33,37.9,56.2,2.09,30.86,Harvesting,5,2,Summer,59.66,19.98,6.65,100.0,13.17
2022-05-17,Zone_C,Rice,29.72,43.0,61.6,1.61,36.66,Flowering,5,2,Summer,67.58,23.12,6.58,100.0,14.31
2022-05-18,Zone_A,Sugarcane,26.14,45.0,31.7,0.93,22.5,Vegetative,5,2,Summer,69.08,14.15,7.95,100.0,15.88
2022-05-19,Zone_A,Rice,33.58,35.3,48.3,2.44,22.6,Sowing,5,2,Summer,55.36,15.27,7.24,100.0,12.02
2022-05-20,Zone_C,Cotton,22.56,44.0,31.1,2.05,31.14,Flowering,5,2,Summer,67.56,20.12,7.02,100.0,15.41
2022-05-21,Zone_A,Sugarcane,24.27,41.2,46.4,0.49,38.93,Sowing,5,2,Summer,64.12,23.7,6.3,100.0,14.07
2022-05-22,Zone_A,Sugarcane,16.77,44.7,61.0,2.73,28.3,Sowing,5,2,Summer,70.1,18.89,7.31,100.0,16.22
2022-05-23,Zone_B,Rice,27.18,39.7,42.7,2.47,26.54,Sowing,5,2,Summer,61.68,17.65,7.14,100.0,13.81
2022-05-24,Zone_D,Rice,20.76,43.5,62.6,2.85,32.13,Sowing,5,2,Summer,68.38,21.27,6.89,100.0,15.33
2022-05-25,Zone_A,Cotton,18.21,35.6,52.1,2.18,38.61,Vegetative,5,2,Summer,56.01,24.69,5.59,100.0,12.52
2022-05-26,Zone_D,Rice,25.89,38.4,62.7,1.84,36.74,Vegetative,5,2,Summer,60.73,23.33,6.16,100.0,13.03
2022-05-27,Zone_B,Rice,25.65,35.7,56.5,1.25,39.91,Vegetative,5,2,Summer,56.38,24.82,5.6,100.0,11.96
2022-05-28,Zone_B,Cotton,16.52,44.8,33.6,2.8,20.45,Flowering,5,2,Summer,68.88,14.23,7.93,100.0,16.58
2022-05-29,Zone_B,Wheat,28.96,43.2,38.1,2.6,22.26,Flowering,5,2,Summer,66.71,15.18,7.72,100.0,15.0
2022-05-30,Zone_B,Wheat,27.48,43.5,43.8,0.14,32.19,Flowering,5,2,Summer,67.44,19.41,7.12,100.0,14.91
2022-05-31,Zone_D,Rice,18.78,44.4,36.0,0.08,36.41,Vegetative,5,2,Summer,68.4,21.9,6.8,100.0,15.72
2022-06-01,Zone_C,Cotton,73.61,33.1,81.7,22.95,8.45,Sowing,6,2,Monsoon,53.74,21.14,6.07,100.0,7.58
2022-06-02,Zone_C,Wheat,71.33,32.7,93.2,27.96,7.27,Vegetative,6,2,Monsoon,53.71,23.93,5.54,100.0,7.37
2022-06-03,Zone_D,Cotton,77.19,26.1,76.4,14.87,9.81,Flowering,6,2,Monsoon,42.97,16.29,6.21,100.0,5.26
2022-06-04,Zone_A,Rice,76.18,31.4,76.7,28.54,1.56,Harvesting,6,2,Monsoon,50.93,20.91,5.89,100.0,6.77
2022-06-05,Zone_D,Rice,71.03,33.3,80.3,11.21,2.26,Flowering,6,2,Monsoon,53.96,9.2,8.3,100.0,8.96
2022-06-06,Zone_A,Cotton,75.37,30.8,76.1,28.69,2.12,Sowing,6,2,Monsoon,50.0,21.35,5.73,100.0,6.58
2022-06-07,Zone_A,Sugarcane,81.21,31.5,73.2,17.03,7.93,Vegetative,6,2,Monsoon,50.91,16.68,6.72,100.0,6.81
2022-06-08,Zone_C,Rice,67.97,29.6,91.4,12.03,1.87,Harvesting,6,2,Monsoon,48.97,9.54,8.05,100.0,7.97
2022-06-09,Zone_B,Rice,67.38,30.3,84.0,19.72,0.67,Harvesting,6,2,Monsoon,49.65,14.21,7.14,100.0,7.77
2022-06-10,Zone_C,Rice,77.93,25.3,91.5,15.14,9.99,Sowing,6,2,Monsoon,42.53,16.59,6.1,100.0,4.91
2022-06-11,Zone_C,Rice,72.48,31.4,90.8,15.7,0.25,Vegetative,6,2,Monsoon,51.64,11.14,7.84,100.0,8.04
2022-06-12,Zone_D,Cotton,57.13,25.8,77.1,16.15,8.35,Harvesting,6,2,Monsoon,42.56,16.31,6.17,100.0,6.75
2022-06-13,Zone_D,Cotton,81.76,29.4,83.7,26.06,3.65,Flowering,6,2,Monsoon,48.28,20.43,5.77,100.0,5.66
2022-06-14,Zone_A,Cotton,55.92,27.9,72.1,20.78,8.42,Sowing,6,2,Monsoon,45.45,19.6,5.69,100.0,7.24
2022-06-15,Zone_D,Cotton,77.45,30.5,92.9,16.23,5.55,Harvesting,6,2,Monsoon,50.4,14.69,7.09,100.0,7.0
2022-06-16,Zone_A,Sugarcane,77.76,26.3,80.1,22.21,9.02,Sowing,6,2,Monsoon,43.46,20.96,5.18,100.0,4.76
2022-06-17,Zone_A,Cotton,83.59,31.9,79.8,24.32,9.26,Vegetative,6,2,Monsoon,51.84,22.58,5.64,100.0,6.2
2022-06-18,Zone_B,Cotton,56.62,33.0,77.6,15.45,0.09,Vegetative,6,2,Monsoon,53.38,10.87,7.96,100.0,9.85
2022-06-19,Zone_B,Rice,72.91,26.6,81.5,18.27,0.75,Vegetative,6,2,Monsoon,43.98,13.24,6.99,100.0,6.14
2022-06-20,Zone_C,Sugarcane,67.84,26.0,76.3,12.44,2.5,Flowering,6,2,Monsoon,42.82,10.21,7.62,100.0,6.68
2022-06-21,Zone_B,Rice,64.92,26.5,79.4,13.62,6.69,Harvesting,6,2,Monsoon,43.72,13.55,6.9,100.0,6.71
2022-06-22,Zone_A,Sugarcane,57.71,33.8,90.0,23.62,8.88,Vegetative,6,2,Monsoon,55.2,21.86,6.04,100.0,9.04
2022-06-23,Zone_D,Wheat,71.88,30.3,90.9,13.63,4.6,Flowering,6,2,Monsoon,50.0,12.3,7.54,100.0,7.61
2022-06-24,Zone_B,Sugarcane,69.37,29.7,77.6,20.5,6.07,Vegetative,6,2,Monsoon,48.43,17.99,6.29,100.0,7.01
2022-06-25,Zone_B,Sugarcane,58.14,26.1,81.7,24.18,1.88,Vegetative,6,2,Monsoon,43.24,18.05,5.83,100.0,6.59
2022-06-26,Zone_B,Rice,73.37,31.5,91.8,12.14,8.05,Harvesting,6,2,Monsoon,51.84,13.33,7.43,100.0,7.8
2022-06-27,Zone_B,Sugarcane,77.14,33.7,71.3,21.35,9.67,Flowering,6,2,Monsoon,54.12,20.75,6.17,100.0,7.52
2022-06-28,Zone_A,Sugarcane,78.02,33.3,92.2,15.13,2.69,Vegetative,6,2,Monsoon,54.56,12.2,7.76,100.0,8.13
2022-06-29,Zone_A,Rice,82.16,31.3,75.5,29.26,4.95,Flowering,6,2,Monsoon,50.72,23.45,5.38,100.0,6.01
2022-06-30,Zone_C,Wheat,67.28,25.8,87.0,19.67,0.86,Flowering,6,2,Monsoon,43.05,14.28,6.68,100.0,6.2
2022-07-01,Zone_D,Wheat,83.59,26.1,84.6,26.12,5.59,Vegetative,7,3,Monsoon,43.38,21.64,5.01,100.0,4.15
2022-07-02,Zone_C,Wheat,80.96,25.5,83.8,21.0,5.03,Vegetative,7,3,Monsoon,42.44,17.72,5.82,100.0,4.58
2022-07-03,Zone_C,Sugarcane,63.9,27.6,91.5,10.87,1.44,Sowing,7,3,Monsoon,45.98,8.47,8.16,100.0,7.75
2022-07-04,Zone_B,Rice,59.78,26.4,72.5,22.66,4.42,Harvesting,7,3,Monsoon,43.22,18.51,5.72,100.0,6.5
2022-07-05,Zone_D,Wheat,68.06,27.6,78.7,29.03,3.34,Vegetative,7,3,Monsoon,45.34,22.32,5.08,100.0,5.88
2022-07-06,Zone_B,Wheat,67.06,28.9,83.5,22.03,5.22,Sowing,7,3,Monsoon,47.52,18.55,6.1,100.0,6.86
2022-07-07,Zone_A,Wheat,72.27,34.4,90.3,26.38,5.86,Harvesting,7,3,Monsoon,56.11,21.98,6.08,100.0,8.08
2022-07-08,Zone_C,Wheat,72.5,31.1,75.4,27.68,0.08,Vegetative,7,3,Monsoon,50.42,19.42,6.15,100.0,7.1
2022-07-09,Zone_D,Rice,77.5,33.3,90.1,14.56,7.61,Flowering,7,3,Monsoon,54.46,14.76,7.29,100.0,7.93
2022-07-10,Zone_A,Wheat,70.3,32.1,80.0,14.24,7.13,Harvesting,7,3,Monsoon,52.15,14.25,7.27,100.0,8.14
2022-07-11,Zone_C,Sugarcane,58.14,26.1,74.7,22.22,3.66,Flowering,7,3,Monsoon,42.89,17.75,5.86,100.0,6.61
2022-07-12,Zone_D,Sugarcane,80.75,32.4,89.0,18.22,0.53,Sowing,7,3,Monsoon,53.05,13.07,7.54,100.0,7.53
2022-07-13,Zone_C,Rice,64.29,27.8,72.3,26.8,7.55,Vegetative,7,3,Monsoon,45.32,23.29,4.86,100.0,6.13
2022-07-14,Zone_D,Cotton,84.14,31.4,82.9,28.0,9.55,Sowing,7,3,Monsoon,51.24,25.33,5.06,100.0,5.72
2022-07-15,Zone_C,Wheat,58.54,28.4,71.6,17.07,2.4,Vegetative,7,3,Monsoon,46.18,13.39,7.1,100.0,7.89
2022-07-16,Zone_B,Wheat,83.75,35.0,78.9,14.74,3.24,Vegetative,7,3,Monsoon,56.44,12.26,7.83,100.0,8.22
2022-07-17,Zone_C,Sugarcane,57.73,27.6,85.0,25.61,1.84,Flowering,7,3,Monsoon,45.65,19.03,5.83,100.0,7.08
2022-07-18,Zone_C,Rice,61.93,27.8,83.9,15.5,5.77,Sowing,7,3,Monsoon,45.9,14.31,6.88,100.0,7.33
2022-07-19,Zone_D,Cotton,56.4,34.3,80.1,26.45,1.55,Flowering,7,3,Monsoon,55.46,19.44,6.49,100.0,9.52
2022-07-20,Zone_D,Sugarcane,76.15,25.2,80.7,18.47,3.56,Flowering,7,3,Monsoon,41.83,15.06,6.4,100.0,5.17
2022-07-21,Zone_B,Cotton,80.51,32.0,75.7,23.35,6.97,Flowering,7,3,Monsoon,51.78,20.53,6.04,100.0,6.68
2022-07-22,Zone_D,Rice,68.02,32.3,81.4,11.91,5.6,Sowing,7,3,Monsoon,52.52,11.7,7.77,100.0,8.63
2022-07-23,Zone_C,Rice,82.86,33.4,93.8,22.48,3.86,Vegetative,7,3,Monsoon,54.79,18.05,6.71,100.0,7.25
